number,name,status
237,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
463,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
281,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
538,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
490,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
689,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
451,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
396,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
575,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
244,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
577,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
267,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
227,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
397,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
337,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
651,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
384,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
217,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
708,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Provisional
458,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
224,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
428,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8103,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
229,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
410,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
696,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
294,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
291,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
721,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
220,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
563,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
3103,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
633,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
495,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
310,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3156,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
13,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
403,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
592,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
313,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8010,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
595,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
659,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Draft
583,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
700,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
718,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
493,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
334,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
202,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
644,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
655,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
380,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
542,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8012,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
8013,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
3153,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
3144,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
529,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
711,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
3118,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
625,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
266,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
400,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
426,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
282,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
669,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
620,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
359,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
216,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
309,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
587,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
259,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
565,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
729,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
299,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
332,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
436,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
417,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
496,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
567,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
801,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
578,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
317,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
573,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
643,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
270,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
528,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3121,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
501,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
246,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
631,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
514,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
557,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
597,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3117,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
442,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
263,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
701,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
318,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
276,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
685,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
361,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
340,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
537,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
443,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
321,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
306,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
329,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
664,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
255,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
703,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
399,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
552,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
520,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
373,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
214,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
323,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3000,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
614,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
527,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
209,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
690,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
513,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
286,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3126,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
636,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
558,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
570,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
344,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
3141,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3109,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
422,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
694,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
311,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
619,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
582,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3132,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
589,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
549,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
492,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
394,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
667,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
327,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
408,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
662,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
654,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
598,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
448,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
465,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
671,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
274,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
688,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
3123,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
438,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Superseded
245,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
211,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
233,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
254,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
348,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
710,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
687,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
590,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
464,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
546,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
331,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
486,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
424,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
328,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
203,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
652,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3150,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3145,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
668,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
484,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
226,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
401,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",April Fool!
262,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
479,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
470,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
482,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
707,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
335,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
374,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
3105,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
683,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
391,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3124,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
647,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
478,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
715,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
569,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
534,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
407,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Deferred
269,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3146,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
406,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
3135,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3129,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
682,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
345,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
541,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
615,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
271,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
160,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
626,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
624,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
523,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
544,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
536,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
693,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
405,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
302,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
265,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
455,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
680,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
390,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
648,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3143,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
666,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
734,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
8016,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Accepted
364,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
462,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
503,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
308,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
526,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8011,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
370,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
691,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
275,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
584,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
713,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
367,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
296,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
385,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
477,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3125,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
604,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
383,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
469,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
247,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
350,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
10,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
219,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
461,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8002,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
498,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3140,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
548,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
228,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
418,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
533,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
342,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3131,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
